"Período";"Producción Petrolera Nacional en Barriles - Diaria"
"2020-01-06 00:00:00";531753,4
"2020-01-07 00:00:00";535493,33
"2020-01-08 00:00:00";526338,74
"2020-01-09 00:00:00";536351,6
"2020-01-10 00:00:00";536387,49
"2020-01-11 00:00:00";537044,82
"2020-01-12 00:00:00";534908,64
"2020-01-13 00:00:00";537291,26
"2020-01-14 00:00:00";538389,15
"2020-01-15 00:00:00";538966,26
"2020-01-16 00:00:00";539114,23
"2020-01-17 00:00:00";536297,53
"2020-01-18 00:00:00";528671,36
"2020-01-19 00:00:00";530683,41
"2020-01-20 00:00:00";536320,51
"2020-01-21 00:00:00";538532,91
"2020-01-22 00:00:00";537842,17
"2020-01-23 00:00:00";535586,53
"2020-01-24 00:00:00";534739,48
"2020-01-25 00:00:00";535523,05
"2020-01-26 00:00:00";537042,15
"2020-01-27 00:00:00";536770,2
"2020-01-28 00:00:00";535127,44
"2020-01-29 00:00:00";524843,06
"2020-01-30 00:00:00";535848,13
"2020-01-31 00:00:00";534648,34
"2020-02-01 00:00:00";533687,6
"2020-02-02 00:00:00";529465,12
"2020-02-03 00:00:00";514776,64
"2020-02-04 00:00:00";535865,15
"2020-02-05 00:00:00";535745,67
"2020-02-06 00:00:00";537621,96
"2020-02-07 00:00:00";537486,47
"2020-02-08 00:00:00";537754,96
"2020-02-09 00:00:00";541216,96
"2020-02-10 00:00:00";541695,83
"2020-02-11 00:00:00";541827,16
"2020-02-12 00:00:00";543073,37
"2020-02-13 00:00:00";543038,16
"2020-02-14 00:00:00";523451,26
"2020-02-15 00:00:00";543261,32
"2020-02-16 00:00:00";473044,95
"2020-02-17 00:00:00";534810,65
"2020-02-18 00:00:00";542225,15
"2020-02-19 00:00:00";543178,12
"2020-02-20 00:00:00";543414,89
"2020-02-21 00:00:00";542784,67
"2020-02-22 00:00:00";541162,58
"2020-02-23 00:00:00";542444,97
"2020-02-24 00:00:00";542429,13
"2020-02-25 00:00:00";543914,08
"2020-02-26 00:00:00";536489,86
"2020-02-27 00:00:00";544930,68
"2020-02-28 00:00:00";545030,83
"2020-02-29 00:00:00";544724,42
"2020-03-01 00:00:00";543587,53
"2020-03-02 00:00:00";544922,76
"2020-03-03 00:00:00";542835,8
"2020-03-04 00:00:00";537498,74
"2020-03-05 00:00:00";541770,11
"2020-03-06 00:00:00";545005,72
"2020-03-07 00:00:00";543839,48
"2020-03-08 00:00:00";545107,3
"2020-03-09 00:00:00";545690,17
"2020-03-10 00:00:00";544977,7
"2020-03-11 00:00:00";544891,64
"2020-03-12 00:00:00";545363,31
"2020-03-13 00:00:00";544086,14
"2020-03-14 00:00:00";544618,83
"2020-03-15 00:00:00";545070,69
"2020-03-16 00:00:00";544903,99
"2020-03-17 00:00:00";544622,36
"2020-03-18 00:00:00";544037,29
"2020-03-19 00:00:00";543233,42
"2020-03-20 00:00:00";540575,06
"2020-03-21 00:00:00";539957,76
"2020-03-22 00:00:00";538692,27
"2020-03-23 00:00:00";538949,26
"2020-03-24 00:00:00";517741,52
"2020-03-25 00:00:00";537000,59
"2020-03-26 00:00:00";536600,6
"2020-03-27 00:00:00";534826,24
"2020-03-28 00:00:00";535742,17
"2020-03-29 00:00:00";536312,11
"2020-03-30 00:00:00";534184,85
"2020-03-31 00:00:00";533498,18
"2020-04-01 00:00:00";532760,97
"2020-04-02 00:00:00";533433,16
"2020-04-03 00:00:00";534130,71
"2020-04-04 00:00:00";534239,29
"2020-04-05 00:00:00";527742,52
"2020-04-06 00:00:00";530044,71
"2020-04-07 00:00:00";504546,62
"2020-04-08 00:00:00";429167,63
"2020-04-09 00:00:00";223914,52
"2020-04-10 00:00:00";170954,66
"2020-04-11 00:00:00";135480,76
"2020-04-12 00:00:00";108791,53
"2020-04-13 00:00:00";114229,74
"2020-04-14 00:00:00";99794,14
"2020-04-15 00:00:00";100077,06
"2020-04-16 00:00:00";100356,91
"2020-04-17 00:00:00";100522,5
"2020-04-18 00:00:00";92750,54
"2020-04-19 00:00:00";93136,22
"2020-04-20 00:00:00";88309,98
"2020-04-21 00:00:00";87801,64
"2020-04-22 00:00:00";84884,54
"2020-04-23 00:00:00";85335,45
"2020-04-24 00:00:00";83580,66
"2020-04-25 00:00:00";79583,27
"2020-04-26 00:00:00";66631,29
"2020-04-27 00:00:00";63804,34
"2020-04-28 00:00:00";64695,15
"2020-04-29 00:00:00";66888,7
"2020-04-30 00:00:00";59523,73
"2020-05-01 00:00:00";54898,61
"2020-05-02 00:00:00";52519,49
"2020-05-03 00:00:00";53782,58
"2020-05-04 00:00:00";53514,99
"2020-05-05 00:00:00";53217,86
"2020-05-06 00:00:00";55308,78
"2020-05-07 00:00:00";69759,58
"2020-05-08 00:00:00";115331,46
"2020-05-09 00:00:00";150463,86
"2020-05-10 00:00:00";193212,54
"2020-05-11 00:00:00";256569,47
"2020-05-12 00:00:00";316396,11
"2020-05-13 00:00:00";326017,45
"2020-05-14 00:00:00";370849,9
"2020-05-15 00:00:00";388370,74
"2020-05-16 00:00:00";398574,18
"2020-05-17 00:00:00";448430,29
"2020-05-18 00:00:00";443537,06
"2020-05-19 00:00:00";474010,69
"2020-05-20 00:00:00";483985,96
"2020-05-21 00:00:00";493246,91
"2020-05-22 00:00:00";496147,97
"2020-05-23 00:00:00";498191,34
"2020-05-24 00:00:00";500092,44
"2020-05-25 00:00:00";510252,25
"2020-05-26 00:00:00";513971,38
"2020-05-27 00:00:00";521590,01
"2020-05-28 00:00:00";524521,78
"2020-05-29 00:00:00";525162,45
"2020-05-30 00:00:00";524336,26
"2020-05-31 00:00:00";523923,37
"2020-06-01 00:00:00";526509,13
"2020-06-02 00:00:00";526722,03
"2020-06-03 00:00:00";518805,57
"2020-06-04 00:00:00";417718,66
"2020-06-05 00:00:00";413815,39
"2020-06-06 00:00:00";419419,4
"2020-06-07 00:00:00";485528,87
"2020-06-08 00:00:00";509813,59
"2020-06-09 00:00:00";517546,7
"2020-06-10 00:00:00";523641,56
"2020-06-11 00:00:00";528252,51
"2020-06-12 00:00:00";529647,46
"2020-06-13 00:00:00";530042,61
"2020-06-14 00:00:00";527590,16
"2020-06-15 00:00:00";530230,54
"2020-06-16 00:00:00";530465,23
"2020-06-17 00:00:00";530451,72
"2020-06-18 00:00:00";530488,18
"2020-06-19 00:00:00";530474,8
"2020-06-20 00:00:00";529428,4
"2020-06-21 00:00:00";528518,27
"2020-06-22 00:00:00";528455,51
"2020-06-23 00:00:00";527169,3
"2020-06-24 00:00:00";525238,57
"2020-06-25 00:00:00";527914,51
"2020-06-26 00:00:00";527721,39
"2020-06-27 00:00:00";529968,49
"2020-06-28 00:00:00";526289,42
"2020-06-29 00:00:00";529217,71
"2020-06-30 00:00:00";528218,32
"2020-07-01 00:00:00";527725,2
"2020-07-02 00:00:00";517226,14
"2020-07-03 00:00:00";525636,27
"2020-07-04 00:00:00";524462,63
"2020-07-05 00:00:00";525539,83
"2020-07-06 00:00:00";524326,28
"2020-07-07 00:00:00";525105,46
"2020-07-08 00:00:00";524002,17
"2020-07-09 00:00:00";521417,11
"2020-07-10 00:00:00";521166,64
"2020-07-11 00:00:00";522669,78
"2020-07-12 00:00:00";521238,51
"2020-07-13 00:00:00";521404,51
"2020-07-14 00:00:00";510754,32
"2020-07-15 00:00:00";522905,41
"2020-07-16 00:00:00";523303,69
"2020-07-17 00:00:00";524629,78
"2020-07-18 00:00:00";523872,14
"2020-07-19 00:00:00";522264,07
"2020-07-20 00:00:00";523520,87
"2020-07-21 00:00:00";519296,95
"2020-07-22 00:00:00";520691,68
"2020-07-23 00:00:00";522333,61
"2020-07-24 00:00:00";522354,04
"2020-07-25 00:00:00";521840,04
"2020-07-26 00:00:00";522762,77
"2020-07-27 00:00:00";522974,73
"2020-07-28 00:00:00";523668,89
"2020-07-29 00:00:00";520866
"2020-07-30 00:00:00";498365,4
"2020-07-31 00:00:00";513650,83
"2020-08-01 00:00:00";514993,75
"2020-08-02 00:00:00";517270,24
"2020-08-03 00:00:00";515462,83
"2020-08-04 00:00:00";516964,24
"2020-08-05 00:00:00";517596,22
"2020-08-06 00:00:00";516220,5
"2020-08-07 00:00:00";517046,55
"2020-08-08 00:00:00";517204,81
"2020-08-09 00:00:00";519265,03
"2020-08-10 00:00:00";519135,02
"2020-08-11 00:00:00";518420,51
"2020-08-12 00:00:00";519247,58
"2020-08-13 00:00:00";509478,35
"2020-08-14 00:00:00";517848,15
"2020-08-15 00:00:00";517866,78
"2020-08-16 00:00:00";508741,81
"2020-08-17 00:00:00";517436,41
"2020-08-18 00:00:00";517479,54
"2020-08-19 00:00:00";514427
"2020-08-20 00:00:00";515712,15
"2020-08-21 00:00:00";515696,83
"2020-08-22 00:00:00";515257,6
"2020-08-23 00:00:00";515389,19
"2020-08-24 00:00:00";514987,54
"2020-08-25 00:00:00";515112,43
"2020-08-26 00:00:00";512424,81
"2020-08-27 00:00:00";514207,37
"2020-08-28 00:00:00";510142,67
"2020-08-29 00:00:00";513120,14
"2020-08-30 00:00:00";512887,16
"2020-08-31 00:00:00";512442,09
"2020-09-01 00:00:00";512434,22
"2020-09-02 00:00:00";512559,43
"2020-09-03 00:00:00";511586,22
"2020-09-04 00:00:00";514138,51
"2020-09-05 00:00:00";514056,38
"2020-09-06 00:00:00";513733,41
"2020-09-07 00:00:00";513772,07
"2020-09-08 00:00:00";513377,82
"2020-09-09 00:00:00";514070,41
"2020-09-10 00:00:00";513402,71
"2020-09-11 00:00:00";512433,01
"2020-09-12 00:00:00";512938,54
"2020-09-13 00:00:00";512934,81
"2020-09-14 00:00:00";512936,45
"2020-09-15 00:00:00";512132,41
"2020-09-16 00:00:00";512374,99
"2020-09-17 00:00:00";510045,95
"2020-09-18 00:00:00";512128,59
"2020-09-19 00:00:00";512637,48
"2020-09-20 00:00:00";510990,44
"2020-09-21 00:00:00";509398,38
"2020-09-22 00:00:00";511178,12
"2020-09-23 00:00:00";512184,81
"2020-09-24 00:00:00";512682,54
"2020-09-25 00:00:00";513321,33
"2020-09-26 00:00:00";511633,79
"2020-09-27 00:00:00";511205,53
"2020-09-28 00:00:00";505100,63
"2020-09-29 00:00:00";510364,36
"2020-09-30 00:00:00";495786,79
"2020-10-01 00:00:00";509832,53
"2020-10-02 00:00:00";509407,73
"2020-10-03 00:00:00";508584,68
"2020-10-04 00:00:00";504220,83
"2020-10-05 00:00:00";507070,19
"2020-10-06 00:00:00";508776,18
"2020-10-07 00:00:00";508494,86
"2020-10-08 00:00:00";509607,07
"2020-10-09 00:00:00";508570,65
"2020-10-10 00:00:00";511502,2
"2020-10-11 00:00:00";508559,03
"2020-10-12 00:00:00";510402,73
"2020-10-13 00:00:00";507943,18
"2020-10-14 00:00:00";504692,65
"2020-10-15 00:00:00";505498,73
"2020-10-16 00:00:00";506095,27
"2020-10-17 00:00:00";507224,65
"2020-10-18 00:00:00";503418,32
"2020-10-19 00:00:00";506718,43
"2020-10-20 00:00:00";508243,94
"2020-10-21 00:00:00";504253,05
"2020-10-22 00:00:00";507834,81
"2020-10-23 00:00:00";508965,24
"2020-10-24 00:00:00";509002,47
"2020-10-25 00:00:00";506428,39
"2020-10-26 00:00:00";506331,53
"2020-10-27 00:00:00";511512,04
"2020-10-28 00:00:00";511561,82
"2020-10-29 00:00:00";511637,21
"2020-10-30 00:00:00";512563,66
"2020-10-31 00:00:00";511873,55
"2020-11-01 00:00:00";505491,92
"2020-11-02 00:00:00";512112,62
"2020-11-03 00:00:00";510408,13
"2020-11-04 00:00:00";512839,68
"2020-11-05 00:00:00";507925,75
"2020-11-06 00:00:00";512013,78
"2020-11-07 00:00:00";510875,97
"2020-11-08 00:00:00";512733,76
"2020-11-09 00:00:00";512262,64
"2020-11-10 00:00:00";513987,34
"2020-11-11 00:00:00";500232,1
"2020-11-12 00:00:00";511584,86
"2020-11-13 00:00:00";513956,69
"2020-11-14 00:00:00";513008,61
"2020-11-15 00:00:00";513701,52
"2020-11-16 00:00:00";511897,55
"2020-11-17 00:00:00";511255,12
"2020-11-18 00:00:00";508959,58
"2020-11-19 00:00:00";508745,02
"2020-11-20 00:00:00";508856,61
"2020-11-21 00:00:00";510186,35
"2020-11-22 00:00:00";509604,24
"2020-11-23 00:00:00";509486,73
"2020-11-24 00:00:00";509663,65
"2020-11-25 00:00:00";510348,27
"2020-11-26 00:00:00";510347,37
"2020-11-27 00:00:00";510742,74
"2020-11-28 00:00:00";511292,56
"2020-11-29 00:00:00";511246,24
"2020-11-30 00:00:00";513793,35
"2020-12-01 00:00:00";515157,03
"2020-12-02 00:00:00";515205,94
"2020-12-03 00:00:00";514873,65
"2020-12-04 00:00:00";511282,55
"2020-12-05 00:00:00";515205,26
"2020-12-06 00:00:00";515377,53
"2020-12-07 00:00:00";514981,61
"2020-12-08 00:00:00";514109,16
"2020-12-09 00:00:00";513819,91
"2020-12-10 00:00:00";513426,88
"2020-12-11 00:00:00";512684,81
"2020-12-12 00:00:00";496129,17
"2020-12-13 00:00:00";506909,11
"2020-12-14 00:00:00";511857,37
"2020-12-15 00:00:00";511619,79
"2020-12-16 00:00:00";510431,34
"2020-12-17 00:00:00";510515,01
"2020-12-18 00:00:00";509918,17
"2020-12-19 00:00:00";510109,75
"2020-12-20 00:00:00";511196,11
"2020-12-21 00:00:00";512114,38
"2020-12-22 00:00:00";510855
"2020-12-23 00:00:00";511236,03
"2020-12-24 00:00:00";511958,42
"2020-12-25 00:00:00";512214,29
"2020-12-26 00:00:00";512820,02
"2020-12-27 00:00:00";510775,92
"2020-12-28 00:00:00";511662,87
"2020-12-29 00:00:00";513684,75
"2020-12-30 00:00:00";508617,44
"2020-12-31 00:00:00";513913,5
"2021-01-01 00:00:00";513164,92
"2021-01-02 00:00:00";512417,39
"2021-01-03 00:00:00";513560,06
"2021-01-04 00:00:00";513413,75
"2021-01-05 00:00:00";512497,85
"2021-01-06 00:00:00";513165,49
"2021-01-07 00:00:00";512431,33
"2021-01-08 00:00:00";504612,14
"2021-01-09 00:00:00";496289,69
"2021-01-10 00:00:00";496636,39
"2021-01-11 00:00:00";511219,22
"2021-01-12 00:00:00";512542,24
"2021-01-13 00:00:00";511342,12
"2021-01-14 00:00:00";510486,47
"2021-01-15 00:00:00";508075,27
"2021-01-16 00:00:00";509102,76
"2021-01-17 00:00:00";508127,35
"2021-01-18 00:00:00";506143,85
"2021-01-19 00:00:00";506805,26
"2021-01-20 00:00:00";505776,24
"2021-01-21 00:00:00";505656,78
"2021-01-22 00:00:00";507006,94
"2021-01-23 00:00:00";506470,19
"2021-01-24 00:00:00";507075,11
"2021-01-25 00:00:00";507219,36
"2021-01-26 00:00:00";509848,3
"2021-01-27 00:00:00";510169,38
"2021-01-28 00:00:00";509851,78
"2021-01-29 00:00:00";509461,05
"2021-01-30 00:00:00";508381,38
"2021-01-31 00:00:00";507191,59
"2021-02-01 00:00:00";507339,17
"2021-02-02 00:00:00";505894,66
"2021-02-03 00:00:00";506358,09
"2021-02-04 00:00:00";505249,95
"2021-02-05 00:00:00";506906,81
"2021-02-06 00:00:00";503619,3
"2021-02-07 00:00:00";500276,33
"2021-02-08 00:00:00";500399,46
"2021-02-09 00:00:00";503956,16
"2021-02-10 00:00:00";504201,71
"2021-02-11 00:00:00";501588,63
"2021-02-12 00:00:00";504334,79
"2021-02-13 00:00:00";505598,54
"2021-02-14 00:00:00";503941,52
"2021-02-15 00:00:00";501791,81
"2021-02-16 00:00:00";499079,83
"2021-02-17 00:00:00";499433,77
"2021-02-18 00:00:00";499964,9
"2021-02-19 00:00:00";500135,13
"2021-02-20 00:00:00";500094,16
"2021-02-21 00:00:00";496847,52
"2021-02-22 00:00:00";501055,96
"2021-02-23 00:00:00";500214,19
"2021-02-24 00:00:00";499841,3
"2021-02-25 00:00:00";499230
"2021-02-26 00:00:00";498985,23
"2021-02-27 00:00:00";499463,49
"2021-02-28 00:00:00";497673,64
"2021-03-01 00:00:00";499930,69
"2021-03-02 00:00:00";502559,04
"2021-03-03 00:00:00";502809,25
"2021-03-04 00:00:00";502683,18
"2021-03-05 00:00:00";501828,35
"2021-03-06 00:00:00";501956,77
"2021-03-07 00:00:00";502901,39
"2021-03-08 00:00:00";502591,9
"2021-03-09 00:00:00";503450,75
"2021-03-10 00:00:00";503090,39
"2021-03-11 00:00:00";501514,96
"2021-03-12 00:00:00";501751,37
"2021-03-13 00:00:00";501889,02
"2021-03-14 00:00:00";499496,33
"2021-03-15 00:00:00";498824,37
"2021-03-16 00:00:00";503333,42
"2021-03-17 00:00:00";503023,44
"2021-03-18 00:00:00";506515,32
"2021-03-19 00:00:00";506212,93
"2021-03-20 00:00:00";499844,19
"2021-03-21 00:00:00";503971,79
"2021-03-22 00:00:00";503212,29
"2021-03-23 00:00:00";505143,52
"2021-03-24 00:00:00";505082,3
"2021-03-25 00:00:00";505262,22
"2021-03-26 00:00:00";500928,64
"2021-03-27 00:00:00";503740,86
"2021-03-28 00:00:00";503025,1
"2021-03-29 00:00:00";499811,54
"2021-03-30 00:00:00";502369,26
"2021-03-31 00:00:00";497915,41
"2021-04-01 00:00:00";501418,41
"2021-04-02 00:00:00";502941,87
"2021-04-03 00:00:00";503117,21
"2021-04-04 00:00:00";502785,52
"2021-04-05 00:00:00";504057,88
"2021-04-06 00:00:00";502130,67
"2021-04-07 00:00:00";501975,89
"2021-04-08 00:00:00";500933,25
"2021-04-09 00:00:00";501912,93
"2021-04-10 00:00:00";502144,59
"2021-04-11 00:00:00";502701,89
"2021-04-12 00:00:00";501178,52
"2021-04-13 00:00:00";499198,26
"2021-04-14 00:00:00";496910,96
"2021-04-15 00:00:00";497265,87
"2021-04-16 00:00:00";495984,74
"2021-04-17 00:00:00";489680,97
"2021-04-18 00:00:00";494975,8
"2021-04-19 00:00:00";498359,64
"2021-04-20 00:00:00";497727,26
"2021-04-21 00:00:00";500214,98
"2021-04-22 00:00:00";500473,59
"2021-04-23 00:00:00";500557,51
"2021-04-24 00:00:00";500404,87
"2021-04-25 00:00:00";497809,7
"2021-04-26 00:00:00";500818,53
"2021-04-27 00:00:00";496119,88
"2021-04-28 00:00:00";494483,81
"2021-04-29 00:00:00";496176,95
"2021-04-30 00:00:00";492849,75
"2021-05-01 00:00:00";492358,59
"2021-05-02 00:00:00";494763,23
"2021-05-03 00:00:00";496562,44
"2021-05-04 00:00:00";496949,15
"2021-05-05 00:00:00";496765,47
"2021-05-06 00:00:00";496438,86
"2021-05-07 00:00:00";494638,14
"2021-05-08 00:00:00";495473,04
"2021-05-09 00:00:00";497762,75
"2021-05-10 00:00:00";498200,51
"2021-05-11 00:00:00";498259,52
"2021-05-12 00:00:00";500367,75
"2021-05-13 00:00:00";501202,19
"2021-05-14 00:00:00";501844,61
"2021-05-15 00:00:00";500257,14
"2021-05-16 00:00:00";500615,04
"2021-05-17 00:00:00";500277,33
"2021-05-18 00:00:00";498221,47
"2021-05-19 00:00:00";499205,1
"2021-05-20 00:00:00";497196,92
"2021-05-21 00:00:00";499435,24
"2021-05-22 00:00:00";499793,79
"2021-05-23 00:00:00";500136,5
"2021-05-24 00:00:00";500271,61
"2021-05-25 00:00:00";499502,21
"2021-05-26 00:00:00";499503,94
"2021-05-27 00:00:00";499095,33
"2021-05-28 00:00:00";500001,8
"2021-05-29 00:00:00";499109,16
"2021-05-30 00:00:00";498196,3
"2021-05-31 00:00:00";496952,36
"2021-06-01 00:00:00";496545,58
"2021-06-02 00:00:00";496890,08
"2021-06-03 00:00:00";496572,64
"2021-06-04 00:00:00";495401,02
"2021-06-05 00:00:00";496098,84
"2021-06-06 00:00:00";495918,66
"2021-06-07 00:00:00";495625,64
"2021-06-08 00:00:00";494859,85
"2021-06-09 00:00:00";493453,46
"2021-06-10 00:00:00";486281,27
"2021-06-11 00:00:00";490080,43
"2021-06-12 00:00:00";492141,83
"2021-06-13 00:00:00";495012,96
"2021-06-14 00:00:00";491934,43
"2021-06-15 00:00:00";492408,74
"2021-06-16 00:00:00";495300,18
"2021-06-17 00:00:00";496015,45
"2021-06-18 00:00:00";496771,43
"2021-06-19 00:00:00";495501,43
"2021-06-20 00:00:00";496416,53
"2021-06-21 00:00:00";492509,15
"2021-06-22 00:00:00";495464,22
"2021-06-23 00:00:00";492600,36
"2021-06-24 00:00:00";493709,49
"2021-06-25 00:00:00";494608,24
"2021-06-26 00:00:00";494740,26
"2021-06-27 00:00:00";485144,41
"2021-06-28 00:00:00";492394,02
"2021-06-29 00:00:00";492507,19
"2021-06-30 00:00:00";491720,08
"2021-07-01 00:00:00";491494,1
"2021-07-02 00:00:00";491961,63
"2021-07-03 00:00:00";488340,62
"2021-07-04 00:00:00";491448,06
"2021-07-05 00:00:00";491287,21
"2021-07-06 00:00:00";491550,33
"2021-07-07 00:00:00";491888,39
"2021-07-08 00:00:00";496560,12
"2021-07-09 00:00:00";497225,52
"2021-07-10 00:00:00";497725,34
"2021-07-11 00:00:00";498144,1
"2021-07-12 00:00:00";498630,55
"2021-07-13 00:00:00";497252,62
"2021-07-14 00:00:00";498777,66
"2021-07-15 00:00:00";498075,03
"2021-07-16 00:00:00";496612,89
"2021-07-17 00:00:00";495526,11
"2021-07-18 00:00:00";495607,43
"2021-07-19 00:00:00";493359,69
"2021-07-20 00:00:00";490970,96
"2021-07-21 00:00:00";491442,78
"2021-07-22 00:00:00";492450,95
"2021-07-23 00:00:00";493578,32
"2021-07-24 00:00:00";481415,8
"2021-07-25 00:00:00";492494,32
"2021-07-26 00:00:00";491973,36
"2021-07-27 00:00:00";491896,41
"2021-07-28 00:00:00";490614,23
"2021-07-29 00:00:00";490120,73
"2021-07-30 00:00:00";490888,84
"2021-07-31 00:00:00";479630,73
"2021-08-01 00:00:00";482350,65
"2021-08-02 00:00:00";484713,99
"2021-08-03 00:00:00";490253,01
"2021-08-04 00:00:00";490165,73
"2021-08-05 00:00:00";492189,24
"2021-08-06 00:00:00";493743,84
"2021-08-07 00:00:00";492655,22
"2021-08-08 00:00:00";490765,94
"2021-08-09 00:00:00";492663,14
"2021-08-10 00:00:00";492641,58
"2021-08-11 00:00:00";482702,52
"2021-08-12 00:00:00";492036,29
"2021-08-13 00:00:00";489611,32
"2021-08-14 00:00:00";475955,33
"2021-08-15 00:00:00";478753,49
"2021-08-16 00:00:00";485118,79
"2021-08-17 00:00:00";484855,42
"2021-08-18 00:00:00";487863,78
"2021-08-19 00:00:00";491361,47
"2021-08-20 00:00:00";488605,78
"2021-08-21 00:00:00";481691,41
"2021-08-22 00:00:00";491197,6
"2021-08-23 00:00:00";490787,8
"2021-08-24 00:00:00";475695,95
"2021-08-25 00:00:00";468113,87
"2021-08-26 00:00:00";476731,03
"2021-08-27 00:00:00";477283,08
"2021-08-28 00:00:00";470916,82
"2021-08-29 00:00:00";476857,12
"2021-08-30 00:00:00";476252,12
"2021-08-31 00:00:00";481135,62
"2021-09-01 00:00:00";474931,19
"2021-09-02 00:00:00";483054,65
"2021-09-03 00:00:00";486317,11
"2021-09-04 00:00:00";485624,46
"2021-09-05 00:00:00";485438,95
"2021-09-06 00:00:00";486220,1
"2021-09-07 00:00:00";486448,19
"2021-09-08 00:00:00";486222,73
"2021-09-09 00:00:00";485794,61
"2021-09-10 00:00:00";486088,96
"2021-09-11 00:00:00";485594,95
"2021-09-12 00:00:00";484827,14
"2021-09-13 00:00:00";483762,61
"2021-09-14 00:00:00";484495,33
"2021-09-15 00:00:00";485344,51
"2021-09-16 00:00:00";486844,32
"2021-09-17 00:00:00";487922,28
"2021-09-18 00:00:00";487409,41
"2021-09-19 00:00:00";483969,26
"2021-09-20 00:00:00";486088,53
"2021-09-21 00:00:00";484325,28
"2021-09-22 00:00:00";485117,56
"2021-09-23 00:00:00";485313,85
"2021-09-24 00:00:00";483933,78
"2021-09-25 00:00:00";484361,39
"2021-09-26 00:00:00";485705,37
"2021-09-27 00:00:00";485893,81
"2021-09-28 00:00:00";484486,53
"2021-09-29 00:00:00";484233
"2021-09-30 00:00:00";484985,86
"2021-10-01 00:00:00";485622,18
"2021-10-02 00:00:00";485459,11
"2021-10-03 00:00:00";485124,57
"2021-10-04 00:00:00";484847,46
"2021-10-05 00:00:00";484167,37
"2021-10-06 00:00:00";484753,59
"2021-10-07 00:00:00";484929,87
"2021-10-08 00:00:00";484780,08
"2021-10-09 00:00:00";485328,72
"2021-10-10 00:00:00";482934,94
"2021-10-11 00:00:00";483926,68
"2021-10-12 00:00:00";482317,74
"2021-10-13 00:00:00";485215,86
"2021-10-14 00:00:00";453956,3
"2021-10-15 00:00:00";481817,42
"2021-10-16 00:00:00";485032,79
"2021-10-17 00:00:00";478180,09
"2021-10-18 00:00:00";471924,13
"2021-10-19 00:00:00";473319,61
"2021-10-20 00:00:00";473179,89
"2021-10-21 00:00:00";474229,43
"2021-10-22 00:00:00";473406,74
"2021-10-23 00:00:00";474101,74
"2021-10-24 00:00:00";478331,74
"2021-10-25 00:00:00";485447,77
"2021-10-26 00:00:00";486105,01
"2021-10-27 00:00:00";485851,52
"2021-10-28 00:00:00";485338,1
"2021-10-29 00:00:00";485791,89
"2021-10-30 00:00:00";484779,39
"2021-10-31 00:00:00";487054,41
"2021-11-01 00:00:00";486578,75
"2021-11-02 00:00:00";481988,03
"2021-11-03 00:00:00";486913,69
"2021-11-04 00:00:00";486274,36
"2021-11-05 00:00:00";486963,84
"2021-11-06 00:00:00";482072,04
"2021-11-07 00:00:00";485596,58
"2021-11-08 00:00:00";484545,88
"2021-11-09 00:00:00";482041,69
"2021-11-10 00:00:00";485540,78
"2021-11-11 00:00:00";487699,17
"2021-11-12 00:00:00";486264,01
"2021-11-13 00:00:00";486772,16
"2021-11-14 00:00:00";487419,18
"2021-11-15 00:00:00";487065,35
"2021-11-16 00:00:00";484419,81
"2021-11-17 00:00:00";484181,63
"2021-11-18 00:00:00";480900,75
"2021-11-19 00:00:00";485747,45
"2021-11-20 00:00:00";485867,46
"2021-11-21 00:00:00";485905,81
"2021-11-22 00:00:00";485987,98
"2021-11-23 00:00:00";485899,66
"2021-11-24 00:00:00";485684,49
"2021-11-25 00:00:00";485369,87
"2021-11-26 00:00:00";486026,19
"2021-11-27 00:00:00";479662,38
"2021-11-28 00:00:00";476107,27
"2021-11-29 00:00:00";485692,63
"2021-11-30 00:00:00";485573,24
"2021-12-01 00:00:00";484196,02
"2021-12-02 00:00:00";485249,89
"2021-12-03 00:00:00";482227,01
"2021-12-04 00:00:00";485501,51
"2021-12-05 00:00:00";485608,74
"2021-12-06 00:00:00";483225,89
"2021-12-07 00:00:00";482433,05
"2021-12-08 00:00:00";483069,91
"2021-12-09 00:00:00";482057,87
"2021-12-10 00:00:00";465625,52
"2021-12-11 00:00:00";342368,48
"2021-12-12 00:00:00";260606,44
"2021-12-13 00:00:00";229335,36
"2021-12-14 00:00:00";165040,73
"2021-12-15 00:00:00";136631,67
"2021-12-16 00:00:00";131117,88
"2021-12-17 00:00:00";128497,34
"2021-12-18 00:00:00";109679,67
"2021-12-19 00:00:00";124800,22
"2021-12-20 00:00:00";120282,27
"2021-12-21 00:00:00";116643,77
"2021-12-22 00:00:00";115905,93
"2021-12-23 00:00:00";102371,6
"2021-12-24 00:00:00";92772,55
"2021-12-25 00:00:00";90409,26
"2021-12-26 00:00:00";90199,52
"2021-12-27 00:00:00";91479,93
"2021-12-28 00:00:00";89302,36
"2021-12-29 00:00:00";90358,32
"2021-12-30 00:00:00";90614,94
"2021-12-31 00:00:00";81065,6
"2022-01-01 00:00:00";85483,73
"2022-01-02 00:00:00";154816,46
"2022-01-03 00:00:00";306868,11
"2022-01-04 00:00:00";412605,41
"2022-01-05 00:00:00";449060,61
"2022-01-06 00:00:00";464327,48
"2022-01-07 00:00:00";477616,73
"2022-01-08 00:00:00";480830,21
"2022-01-09 00:00:00";484347,03
