SQLDATE,avg_goldstein,avg_tone,event_count
20251231,1.4813953488372089,-0.69251230469769642,43
20251230,1.9500000000000002,-1.5948647111925958,60
20251229,1.80566037735849,-3.7159357340859427,53
20251228,1.7851063829787235,-2.3233399070986547,47
20251227,1.72,-1.7687967025586051,45
20251226,1.8956521739130441,-1.4418070645623822,46
20251225,1.427777777777778,-0.96181276629918266,54
20251224,1.8728260869565216,-1.558284089403229,92
20251223,1.2576086956521737,-2.7616192779419322,92
20251222,2.6493827160493826,-2.1929157575308587,81
20251221,1.0822222222222222,-2.3851062016330351,45
20251220,1.926530612244898,-1.9927430932592789,49
20251219,0.93898305084745781,-1.4110777410223947,59
20251218,1.530188679245283,-1.5671203554209336,53
20251217,2.3147540983606558,-2.6835043561488678,61
20251216,1.6285714285714286,-0.46582828668982867,49
20251215,0.857142857142857,-3.0756226084156535,63
20251214,1.9124999999999999,-4.0249790858586918,24
20251213,1.7499999999999998,-1.2379417538947948,40
20251212,1.5580645161290323,-1.4299104943911611,62
20251211,1.6329113924050633,-0.32641004294558673,79
20251210,1.7169811320754713,-0.85182001142850228,106
20251209,1.5288888888888887,-2.1721404416783572,90
20251208,2.1164556962025318,-0.14309756896278447,79
20251207,2.2684210526315787,-0.49218691621782218,57
20251206,2.4222222222222221,0.55750403626615,63
20251205,2.2043478260869565,-0.99388576448590749,46
20251204,1.5333333333333334,-1.0084882349865858,63
20251203,1.337037037037037,-0.7504059222728805,81
20251202,2.6499999999999995,-0.68285668543993849,84
20251201,2.2014705882352943,-2.5537294832944486,68
20251130,2.1854700854700844,-1.9137732478161313,117
20251129,1.7075471698113205,-2.8092745489231974,53
20251128,1.4333333333333336,-1.0896715730893418,39
20251127,2.0808823529411762,-1.3005039606090596,68
20251126,0.7857142857142857,-1.8162671142885882,56
20251125,1.8389830508474572,-1.639493162841789,59
20251124,2.0155844155844154,-2.0604362234185669,77
20251123,1.851923076923077,-3.08043886689587,52
20251122,1.3622641509433961,-2.447247852220503,53
20251121,2.07391304347826,-2.6834145443724409,69
20251120,1.707070707070707,-1.4572271208794723,99
20251119,1.9914728682170544,-2.1287344742955265,129
20251118,1.2945454545454544,-3.0735007689589051,110
20251117,1.1215311004784687,-2.905759444614592,209
20251116,1.50546875,-2.8416432059534014,128
20251115,1.269,-2.9541618396695224,100
20251114,1.4679245283018869,-0.83725441557813451,106
20251113,1.3418604651162791,-1.9343347348755282,86
20251112,2.2666666666666657,-1.0813913519544607,117
20251111,1.8247787610619468,-3.6624213911522441,113
20251110,1.232894736842105,-4.3468326864658664,76
20251109,1.6514285714285715,-2.1507977225844326,70
20251108,1.6850746268656716,0.18552732788473592,67
20251107,1.3605263157894738,-1.6892429905459454,76
20251106,1.8930635838150283,-0.0088407821824787458,173
20251105,1.2103896103896101,-0.83681777052331663,77
20251104,0.37187499999999973,-2.6033331108560818,64
20251103,0.59615384615384637,-2.9589222839710114,78
20251102,2.4133333333333331,-1.5227845553291979,90
20251101,1.526229508196721,0.12214432364573913,61
20251031,2.5218390804597703,-0.94184935298117023,87
20251030,1.4387096774193548,-1.2588338966814758,93
20251029,1.581333333333333,-0.12446410746409547,75
20251028,1.8436363636363637,-2.5228011954031939,110
20251027,1.2558823529411764,-1.6049032480426653,68
20251026,2.0852459016393441,-2.6018325080425457,61
20251025,1.4810344827586204,-2.0072400210522847,58
20251024,0.95933333333333337,-2.7202800475784197,150
20251023,0.67116564417177893,-3.5261090705417777,163
20251022,1.4350785340314141,-3.4545997495629663,191
20251021,0.72313432835820868,-3.2585841041003096,134
20251020,1.3953125,-2.976011482851125,128
20251019,1.6799999999999995,-4.1370134030048531,165
20251018,1.325925925925926,-4.3640811408805575,162
20251017,0.55396825396825389,-2.5283813721989,126
20251016,0.16484848484848477,-3.415897401295612,165
20251015,0.55031055900621106,-4.1942295065555957,161
20251014,1.2072580645161288,-2.2374232112003121,124
20251013,0.45042016806722673,-2.9620938278183653,119
20251012,-0.59814814814814854,-3.9108850396043184,54
20251011,-0.1369230769230769,-3.7787686246920065,65
20251010,-0.4975806451612908,-3.6917381050706939,124
20251009,-0.10297029702970306,-3.71544572110104,101
20251008,-0.74864864864864877,-5.1865922624821517,185
20251007,-0.13859649122807022,-3.6382796690714847,114
20251006,-1.2540816326530615,-4.8457104922584575,98
20251005,0.012999999999999914,-3.3055229158425981,100
20251004,0.92473118279569888,-3.7954242444188186,93
20251003,0.21538461538461529,-2.9625900436083996,117
20251002,0.829896907216495,-3.3242136701117388,97
20251001,0.1905109489051095,-2.9640406324751574,137
20250930,-0.13484848484848491,-4.0883650533463518,132
20250929,-0.28490566037735854,-4.5693328242780087,106
20250928,1.5399999999999998,-3.8023792894821131,50
20250927,0.86093749999999991,-4.1176257985069631,64
20250926,0.46767676767676758,-4.26398955925664,99
20250925,0.26363636363636356,-2.8311320973014218,132
20250924,0.40534351145038161,-3.3491751350797911,131
20250923,-0.18672566371681415,-3.1313147685938483,113
20250922,-0.50750000000000006,-2.9593000719723257,120
20250921,-0.24117647058823538,-2.7755600213127631,85
20250920,-0.81573033707865172,-2.748747845157002,89
20250919,0.10645161290322558,-2.8852276666410175,93
20250918,0.78032786885245886,-1.6356610819602568,122
20250917,0.5275,-3.1544014186375087,120
20250916,-0.56616541353383476,-2.6465220581006736,133
20250915,1.5830188679245283,-2.173495962370263,53
20250914,2.4597014925373131,-1.2908558168930826,67
20250913,2.1433734939759033,-1.917890781286623,83
20250912,1.4268292682926833,-2.3909646189294023,123
20250911,1.4277777777777776,-2.18549913482565,90
20250910,1.1142857142857141,-2.95760646631729,70
20250909,1.593333333333333,-1.6048715967397331,75
20250908,1.9290322580645161,-3.3096594317980763,62
20250907,2.397560975609756,-1.7687926918584489,41
20250906,1.3095238095238093,-2.483043554454258,42
20250905,1.7943661971830978,-3.15496797065953,213
20250904,1.9802371541501969,-2.7015896520743166,253
20250903,2.1704225352112672,-1.69444642755979,142
20250902,2.4827272727272729,-1.0089445469216669,110
20250901,1.2257142857142855,-1.6381514136504365,105
20250831,1.990909090909091,-2.4040164589486324,44
20250830,2.0508196721311469,-1.6697794552732255,61
20250829,1.8426966292134828,-1.695318319121434,89
20250828,2.4499999999999997,-0.37476802962091632,100
20250827,2.4507462686567165,-0.21859127632912834,67
20250826,1.5267326732673268,-0.46932136339910285,101
20250825,1.7653846153846153,-1.4864199999917256,104
20250824,1.534375,-2.4943703416586414,64
20250823,1.7045454545454541,-1.3923665993313488,66
20250822,1.2814814814814812,-1.1711538028582003,81
20250821,1.5339805825242721,-0.19084455828430236,103
20250820,1.6964912280701754,-0.89818054337652842,171
20250819,1.5560747663551402,-0.99484165196550833,107
20250818,1.5199999999999998,-1.5096922021649437,75
20250817,1.4707692307692308,-2.0121507492372674,65
20250816,0.76750000000000018,-2.9306152558254075,40
20250815,0.81801801801801788,-2.0290734120721408,111
20250814,1.2980392156862743,-1.0280064879901027,102
20250813,0.31170212765957439,-2.7405274512441933,94
20250812,1.1090163934426227,-1.6010279777378535,122
20250811,0.63484848484848455,-3.003354321929455,66
20250810,1.3860215053763441,-2.2453813828175528,93
20250809,1.3419999999999999,-0.36730727702068122,50
20250808,1.3299999999999998,-1.6601092544516938,80
20250807,0.8979797979797981,-1.2002177202110049,99
20250806,1.6124999999999998,-2.2701262671095392,72
20250805,1.4905263157894733,-1.3871184088471011,95
20250804,1.3891891891891892,-1.3781304606553109,74
20250803,1.2017241379310346,-1.0766154667986518,58
20250802,1.2145454545454546,-1.4241470329028245,55
20250801,1.9068627450980395,-1.7339940197637109,102
20250731,1.2423913043478263,-1.4007584493730931,92
20250730,0.15371900826446278,-1.5478899479494705,121
20250729,1.3063829787234045,-2.8191095136291251,94
20250728,1.574468085106383,-2.0765081468369919,94
20250727,1.3113207547169812,-2.176557252306873,53
20250726,0.57391304347826089,-2.726115517739133,92
20250725,1.1778846153846154,-0.42969481359026096,104
20250724,1.2499999999999998,-2.5623851917337919,94
20250723,1.7240963855421687,-0.74618891460896386,83
20250722,1.7268292682926825,-2.7638420486075237,82
20250721,1.811510791366906,-5.1646162925770973,139
20250720,2.06,-4.8219904757946939,45
20250719,1.8722222222222222,-1.0093103863997255,54
20250718,1.7443037974683544,-2.2222428285973672,79
20250717,1.0506493506493506,-0.97275279127586334,77
20250716,1.4977528089887642,-0.93980518061565466,89
20250715,1.7,-1.9474481130935362,55
20250714,1.6076923076923078,-3.3105878053585491,52
20250713,1.9983606557377047,-0.9780275369874899,61
20250712,1.2234374999999997,-2.6423681792403135,64
20250711,1.7616161616161614,0.032060526527847744,99
20250710,2.0024390243902435,-1.5526745358373348,82
20250709,1.5966292134831459,-2.4609022354979824,89
20250708,1.7239436619718309,-2.1771500367663954,71
20250707,2.1955223880597012,-2.6488316389552704,67
20250706,2.28,-2.4421966099616768,45
20250705,2.1793650793650796,-1.9616904034017149,63
20250704,2.0172413793103448,-0.67552231897549708,87
20250703,1.6388888888888891,-1.5534182302570048,72
20250702,1.3422413793103443,-1.9738365727701981,116
20250614,2.2260869565217387,-3.03950840870391,23
20250613,1.9617647058823526,-2.6880052728795745,102
20250612,1.9333333333333331,-1.71558831918856,81
20250611,0.982222222222222,-2.2092384179792615,90
20250610,1.6202531645569622,-2.2551578613349887,79
20250609,1.1988235294117646,-1.5598685478148373,85
20250608,1.6749999999999998,-0.95493952597792076,64
20250607,1.4769230769230768,-2.2511824250016526,39
20250606,1.9450000000000003,-2.9290504568338611,80
20250605,2.1219178082191776,-1.5638383248372654,73
20250604,1.9285714285714284,-1.8266288068166656,119
